rank,lemma,pos,total_count,doc_frequency,is_stopword,is_proper_noun
7189,formality,NOUN,9,5,0,0
7190,reproduce,VERB,9,6,0,0
7191,north,ADV,9,4,0,0
7192,sinister,ADJ,9,5,0,0
7193,degradation,NOUN,9,5,0,0
7194,sion,NOUN,9,1,0,0
7195,Circular,PROPN,9,1,0,1
7196,itis,NOUN,9,1,0,0
7197,Irregular,PROPN,9,1,0,1
7198,Dimensions,PROPN,9,1,0,1
7199,n,NOUN,9,2,0,0
7200,Point,PROPN,9,3,0,1
7201,Land,PROPN,9,3,0,1
7202,tablet,NOUN,9,2,0,0
7203,yonder,NOUN,9,3,0,0
7204,robust,ADJ,9,4,0,0
7205,manifest,ADJ,9,5,0,0
7206,confuse,VERB,9,5,0,0
7207,emergency,NOUN,9,6,0,0
7208,Spectator,PROPN,9,2,0,1
7209,exasperate,VERB,9,6,0,0
7210,disadvantage,NOUN,9,5,0,0
7211,vacation,NOUN,9,4,0,0
7212,labor,VERB,9,4,0,0
7213,varied,ADJ,9,6,0,0
7214,sensibly,ADV,9,5,0,0
7215,surpass,VERB,9,4,0,0
7216,moral,NOUN,9,5,0,0
7217,contemplation,NOUN,9,4,0,0
7218,Krempe,PROPN,9,1,0,1
7219,Waldman,PROPN,9,1,0,1
7220,Lacey,PROPN,9,1,0,1
7221,Blanc,PROPN,9,2,0,1
7222,deformity,NOUN,9,2,0,0
7223,precipice,NOUN,9,2,0,0
7224,stature,NOUN,9,3,0,0
7225,benevolence,NOUN,9,3,0,0
7226,laboratory,NOUN,9,3,0,0
7227,gaiety,NOUN,9,3,0,0
7228,Night,PROPN,9,5,0,1
7229,peak,NOUN,9,3,0,0
7230,chill,VERB,9,5,0,0
7231,relinquish,VERB,9,5,0,0
7232,vale,NOUN,9,3,0,0
7233,massacre,VERB,9,3,0,0
7234,grandeur,NOUN,9,3,0,0
7235,vexation,NOUN,9,3,0,0
7236,Zaragoza,PROPN,9,1,0,1
7237,mule,ADJ,9,1,0,0
7238,olive,ADJ,9,1,0,0
7239,Troopers,PROPN,9,1,0,1
7240,Continental,PROPN,9,1,0,1
7241,Café,PROPN,9,1,0,1
7242,Durruti,PROPN,9,1,0,1
7243,ii,PROPN,9,3,0,1
7244,widely,ADV,9,4,0,0
7245,paralyse,VERB,9,4,0,0
7246,isolated,ADJ,9,5,0,0
7247,objective,ADJ,9,3,0,0
7248,allegiance,NOUN,9,3,0,0
7249,Spring,PROPN,9,4,0,1
7250,furrow,NOUN,9,3,0,0
7251,marsh,NOUN,9,5,0,0
7252,necessary,NOUN,9,3,0,0
7253,magnanimity,NOUN,9,3,0,0
7254,Dell,PROPN,9,1,0,1
7255,Primrose,PROPN,9,1,0,1
7256,Doring,PROPN,9,1,0,1
7257,Asti,PROPN,9,1,0,1
7258,drunkenness,NOUN,9,2,0,0
7259,classic,NOUN,9,2,0,0
7260,fleeting,ADJ,9,4,0,0
7261,Dictionary,PROPN,9,2,0,1
7262,Chestnut,PROPN,9,3,0,1
7263,cast,NOUN,9,6,0,0
7264,expressionless,NOUN,9,2,0,0
7265,sensuality,NOUN,9,3,0,0
7266,scrape,NOUN,9,4,0,0
7267,burrow,NOUN,9,2,0,0
7268,hesitation,NOUN,9,5,0,0
7269,Week,PROPN,9,1,0,1
7270,sanity,NOUN,9,1,0,0
7271,BIG,PROPN,9,1,0,1
7272,heretical,ADJ,9,1,0,0
7273,pneumatic,ADJ,9,2,0,0
7274,gasp,NOUN,9,3,0,0
7275,mighty,ADV,9,1,0,0
7276,Cardiff,PROPN,9,1,0,1
7277,Miller,PROPN,9,1,0,1
7278,dono,X,9,1,0,0
7279,widder,NOUN,9,1,0,0
7280,lonesome,ADJ,9,2,0,0
7281,sidewalk,NOUN,9,3,0,0
7282,perennial,ADJ,9,2,0,0
7283,Bigelow,PROPN,9,1,0,1
7284,Morris,PROPN,9,1,0,1
7285,Shirley,PROPN,9,1,0,1
7286,almanac,NOUN,9,2,0,0
7287,Jersey,PROPN,9,3,0,1
7288,harbor,NOUN,9,2,0,0
7289,settler,NOUN,9,3,0,0
7290,fable,NOUN,9,2,0,0
7291,legislator,NOUN,9,2,0,0
7292,muskrat,NOUN,9,1,0,0
7293,huckleberry,NOUN,9,1,0,0
7294,hoeing,NOUN,9,1,0,0
7295,deceitful,ADJ,8,1,0,0
7296,Steiner,PROPN,8,1,0,1
7297,Hainfeld,PROPN,8,1,0,1
7298,Frl,PROPN,8,1,0,1
7299,Bruckner,PROPN,8,1,0,1
7300,Franzensbad,PROPN,8,1,0,1
7301,Maths,PROPN,8,1,0,1
7302,exam,NOUN,8,2,0,0
7303,jolly,ADJ,8,3,0,0
7304,scold,VERB,8,2,0,0
7305,giggle,VERB,8,3,0,0
7306,Sixth,PROPN,8,3,0,1
7307,Scott,PROPN,8,3,0,1
7308,enquire,VERB,8,4,0,0
7309,conceited,ADJ,8,5,0,0
7310,trim,VERB,8,4,0,0
7311,pester,VERB,8,3,0,0
7312,impudent,NOUN,8,5,0,0
7313,funk,NOUN,8,4,0,0
7314,rummage,VERB,8,3,0,0
7315,unworthy,ADJ,8,5,0,0
7316,speechless,ADJ,8,6,0,0
7317,jewish,ADJ,8,5,0,0
7318,Alexander,PROPN,8,3,0,1
7319,modification,NOUN,8,7,0,0
7320,Magyar,PROPN,8,2,0,1
7321,swollen,ADJ,8,4,0,0
7322,emperor,NOUN,8,4,0,0
7323,salute,NOUN,8,5,0,0
7324,count,NOUN,8,6,0,0
7325,shopping,NOUN,8,4,0,0
7326,Navy,PROPN,8,6,0,1
7327,bead,NOUN,8,5,0,0
7328,paralysed,ADJ,8,5,0,0
7329,nicely,ADV,8,4,0,0
7330,dressed,ADJ,8,4,0,0
7331,wrath,NOUN,8,5,0,0
7332,alarmed,ADJ,8,5,0,0
7333,signature,NOUN,8,6,0,0
7334,both,ADV,8,7,1,0
7335,passionately,ADV,8,6,0,0
7336,impudence,NOUN,8,6,0,0
7337,twin,NOUN,8,6,0,0
7338,lovingly,ADV,8,6,0,0
7339,copying,NOUN,8,7,0,0
7340,riddle,NOUN,8,4,0,0
7341,glisten,VERB,8,4,0,0
7342,fiddle,VERB,8,4,0,0
7343,tack,VERB,8,6,0,0
7344,convulsion,NOUN,8,7,0,0
7345,S,PROPN,8,5,0,1
7346,bog,NOUN,8,2,0,0
7347,enquiry,NOUN,8,5,0,0
7348,twinkle,VERB,8,6,0,0
7349,bearable,ADJ,8,5,0,0
7350,Country,PROPN,8,3,0,1
7351,tile,NOUN,8,7,0,0
7352,extensive,ADJ,8,4,0,0
7353,hate,NOUN,8,4,0,0
7354,convent,NOUN,8,5,0,0
7355,flute,NOUN,8,4,0,0
7356,blunder,NOUN,8,4,0,0
7357,stripe,NOUN,8,6,0,0
7358,need,AUX,8,5,0,0
7359,Mars,PROPN,8,3,0,1
7360,treat,NOUN,8,7,0,0
7361,Gazette,PROPN,8,5,0,1
7362,Moritz,PROPN,8,2,0,1
7363,luminous,ADJ,8,5,0,0
7364,discretion,NOUN,8,5,0,0
7365,lament,VERB,8,4,0,0
7366,Abraham,PROPN,8,3,0,1
7367,bronze,NOUN,8,4,0,0
7368,Commandment,PROPN,8,3,0,1
7369,orange,ADJ,8,7,0,0
7370,amusing,ADJ,8,5,0,0
7371,blackboard,NOUN,8,4,0,0
7372,anchor,NOUN,8,5,0,0
7373,fast,VERB,8,6,0,0
7374,baggage,NOUN,8,4,0,0
7375,Madam,PROPN,8,6,0,1
7376,delicious,ADJ,8,5,0,0
7377,torrent,NOUN,8,5,0,0
7378,pink,NOUN,8,6,0,0
7379,veil,NOUN,8,5,0,0
7380,distress,VERB,8,6,0,0
7381,cocoa,NOUN,8,4,0,0
7382,officially,ADV,8,6,0,0
7383,sixth,ADJ,8,4,0,0
7384,sadly,ADV,8,4,0,0
7385,ally,NOUN,8,5,0,0
7386,eagle,NOUN,8,6,0,0
7387,unjustly,ADV,8,5,0,0
7388,doubly,ADV,8,6,0,0
7389,orphan,NOUN,8,5,0,0
7390,rename,VERB,8,8,0,0
7391,compilation,NOUN,8,8,0,0
7392,perform,NOUN,8,8,0,0
7393,export,VERB,8,7,0,0
7394,discontinue,VERB,8,8,0,0
7395,despite,SCONJ,8,7,0,0
7396,datum,NOUN,8,8,0,0
7397,virus,NOUN,8,7,0,0
7398,or,NOUN,8,8,1,0
7399,maximum,ADJ,8,8,0,0
7400,Mission,PROPN,8,8,0,1
7401,financial,ADJ,8,8,0,0
7402,secure,NOUN,8,7,0,0
7403,array,NOUN,8,7,0,0
7404,location,NOUN,8,7,0,0
7405,unsolicited,ADJ,8,7,0,0
7406,donor,NOUN,8,8,0,0
7407,Information,PROPN,8,7,0,1
7408,jumble,ADJ,8,1,0,0
7409,Guides,PROPN,8,1,0,1
7410,poke,NOUN,8,1,0,0
7411,Southbridge,PROPN,8,1,0,1
7412,Boulger,PROPN,8,1,0,1
7413,payer,NOUN,8,1,0,0
7414,Thee,PROPN,8,2,0,1
7415,Porter,PROPN,8,2,0,1
7416,omelette,NOUN,8,2,0,0
7417,Freeman,PROPN,8,2,0,1
7418,doughnut,NOUN,8,2,0,0
7419,pinch,NOUN,8,3,0,0
7420,Cromwell,PROPN,8,3,0,1
7421,Julius,PROPN,8,3,0,1
7422,hail,NOUN,8,4,0,0
7423,bum,VERB,8,4,0,0
7424,Hundred,PROPN,8,3,1,1
7425,unlimited,ADJ,8,5,0,0
7426,ere,NOUN,8,3,0,0
7427,Je,PROPN,8,2,0,1
7428,telegraph,NOUN,8,3,0,0
7429,p,NOUN,8,5,0,0
7430,tremulous,ADJ,8,5,0,0
7431,grate,NOUN,8,4,0,0
7432,amateur,ADJ,8,3,0,0
7433,bricklayer,NOUN,8,3,0,0
7434,exceptionally,ADV,8,4,0,0
7435,virtually,ADV,8,4,0,0
7436,Stratton,PROPN,8,3,0,1
7437,literal,ADJ,8,4,0,0
7438,gritty,ADJ,8,3,0,0
7439,squat,NOUN,8,4,0,0
7440,accost,VERB,8,4,0,0
7441,burrow,VERB,8,3,0,0
7442,whereupon,NOUN,8,5,1,0
7443,hundredweight,NOUN,8,3,0,0
7444,scanty,NOUN,8,6,0,0
7445,chariot,NOUN,8,5,0,0
7446,contemptible,ADJ,8,6,0,0
7447,shapely,ADV,8,5,0,0
7448,crow,NOUN,8,5,0,0
7449,attentive,ADJ,8,5,0,0
7450,disengage,VERB,8,5,0,0
7451,sham,NOUN,8,5,0,0
7452,weed,VERB,8,5,0,0
7453,fivepence,NOUN,8,4,0,0
7454,invasion,NOUN,8,6,0,0
7455,damn,INTJ,8,4,0,0
7456,stony,NOUN,8,3,0,0
7457,twin,ADJ,8,5,0,0
7458,fascinated,ADJ,8,4,0,0
7459,elbow,VERB,8,4,0,0
7460,witte,VERB,8,5,0,0
7461,novelist,NOUN,8,5,0,0
7462,dearest,NOUN,8,5,0,0
7463,homeward,NOUN,8,6,0,0
7464,sham,VERB,8,4,0,0
7465,acceptable,ADJ,8,4,0,0
7466,protrude,VERB,8,4,0,0
7467,admonish,VERB,8,5,0,0
7468,orgy,NOUN,8,4,0,0
7469,stride,VERB,8,4,0,0
7470,dye,VERB,8,5,0,0
7471,slink,VERB,8,6,0,0
7472,snivel,VERB,8,6,0,0
7473,abrupt,ADJ,8,6,0,0
7474,fidget,VERB,8,6,0,0
7475,tight,ADV,8,5,0,0
7476,pant,NOUN,8,6,0,0
7477,virgin,NOUN,8,6,0,0
7478,mildly,ADV,8,6,0,0
7479,impressed,ADJ,8,6,0,0
7480,incurable,ADJ,8,6,0,0
7481,perception,NOUN,8,5,0,0
7482,tobacconist,NOUN,8,4,0,0
7483,partner,NOUN,8,4,0,0
7484,twopenny,ADJ,8,3,0,0
7485,seller,NOUN,8,4,0,0
7486,awkwardly,ADV,8,6,0,0
7487,signal,VERB,8,4,0,0
7488,liking,NOUN,8,5,0,0
7489,nebulous,ADJ,8,4,0,0
7490,exhibit,NOUN,8,6,0,0
7491,squeal,NOUN,8,5,0,0
7492,interview,VERB,8,5,0,0
7493,flicker,NOUN,8,5,0,0
7494,crooked,ADJ,8,6,0,0
7495,clergy,NOUN,8,3,0,0
7496,fortunate,ADJ,8,3,0,0
7497,knight,NOUN,8,3,0,0
7498,new,ADV,8,5,0,0
7499,clarity,NOUN,8,3,0,0
7500,blacken,VERB,8,5,0,0
7501,formulate,VERB,8,4,0,0
7502,muffle,VERB,8,6,0,0
7503,tinny,ADJ,8,5,0,0
7504,intermittently,ADV,8,4,0,0
7505,pie,NOUN,8,5,0,0
7506,flap,NOUN,8,7,0,0
7507,conscientious,ADJ,8,5,0,0
7508,Hospital,PROPN,8,4,0,1
7509,catalogue,NOUN,8,7,0,0
7510,sting,NOUN,8,5,0,0
7511,instalment,NOUN,8,5,0,0
7512,extreme,NOUN,8,6,0,0
7513,cutting,NOUN,8,5,0,0
7514,softness,NOUN,8,5,0,0
7515,temper,VERB,8,6,0,0
7516,jammed,ADJ,8,6,0,0
7517,graze,VERB,8,5,0,0
7518,humorous,ADJ,8,5,0,0
7519,churchyard,NOUN,8,3,0,0
7520,propriety,NOUN,8,6,0,0
7521,seam,NOUN,8,5,0,0
7522,boyish,ADJ,8,5,0,0
7523,responsibility,NOUN,8,6,0,0
7524,close,NOUN,8,4,0,0
7525,indecent,NOUN,8,4,0,0
7526,flurry,NOUN,8,6,0,0
7527,pose,NOUN,8,6,0,0
7528,spirited,ADJ,8,5,0,0
7529,refuse,NOUN,8,6,0,0
7530,flimsy,ADJ,8,7,0,0
7531,sol,NOUN,8,5,0,0
7532,crouch,VERB,8,5,0,0
7533,duck,VERB,8,5,0,0
7534,cluster,NOUN,8,8,0,0
7535,abundance,NOUN,8,6,0,0
7536,lull,VERB,8,5,0,0
7537,focus,VERB,8,4,0,0
7538,courtesy,NOUN,8,5,0,0
7539,Scotch,PROPN,8,7,0,1
7540,woollen,ADJ,8,5,0,0
7541,foot,VERB,8,5,0,0
7542,lightly,ADV,8,5,0,0
7543,identical,ADJ,8,6,0,0
7544,passer,NOUN,8,4,0,0
7545,group,VERB,8,4,0,0
7546,Bull,PROPN,8,4,0,1
7547,vulture,NOUN,8,5,0,0
7548,allotment,NOUN,8,2,0,0
7549,chain,VERB,8,6,0,0
7550,pass,NOUN,8,4,0,0
7551,suffocate,VERB,8,7,0,0
7552,ticking,NOUN,8,6,0,0
7553,wad,NOUN,8,6,0,0
7554,jam,VERB,8,6,0,0
7555,neither,ADV,8,6,1,0
7556,chuckle,NOUN,8,5,0,0
7557,accursed,ADJ,8,5,0,0
7558,Bread,PROPN,8,6,0,1
7559,disbelieve,VERB,8,8,0,0
7560,qualified,ADJ,8,4,0,0
7561,dismally,ADV,8,6,0,0
7562,relic,NOUN,8,6,0,0
7563,flank,NOUN,8,6,0,0
7564,punctuality,NOUN,8,4,0,0
7565,guidance,NOUN,8,7,0,0
7566,V,PROPN,8,4,0,1
7567,stanzas,NOUN,8,3,0,0
7568,mid,ADJ,8,6,0,0
7569,pounce,VERB,8,6,0,0
7570,killer,NOUN,8,3,0,0
7571,thorough,ADJ,8,7,0,0
7572,faithfully,ADV,8,3,0,0
7573,scripture,NOUN,8,4,0,0
7574,yellowish,ADJ,8,5,0,0
7575,advert,NOUN,8,3,0,0
7576,principal,NOUN,8,5,0,0
7577,leapt,VERB,8,6,0,0
7578,reluctantly,ADV,8,6,0,0
7579,shaky,ADJ,8,5,0,0
7580,scare,NOUN,8,4,0,0
7581,logic,NOUN,8,5,0,0
7582,respite,NOUN,8,4,0,0
7583,nagging,ADJ,8,5,0,0
7584,happily,ADV,8,6,0,0
7585,encounter,NOUN,8,7,0,0
7586,humane,ADJ,8,4,0,0
7587,gait,NOUN,8,6,0,0
7588,footing,NOUN,8,3,0,0
7589,gust,NOUN,8,4,0,0
7590,hath,VERB,8,5,0,0
7591,hi,INTJ,8,4,0,0
7592,hearty,ADJ,8,7,0,0
7593,bush,PROPN,8,6,0,1
7594,concentration,NOUN,8,5,0,0
7595,Leader,PROPN,8,2,0,1
7596,van,PROPN,8,4,0,1
7597,tiding,NOUN,8,5,0,0
7598,geese,ADJ,8,3,0,0
7599,cutter,NOUN,8,3,0,0
7600,slaughter,VERB,8,5,0,0
7601,paw,VERB,8,5,0,0
7602,announcement,NOUN,8,2,0,0
7603,tactic,NOUN,8,2,0,0
7604,mournfully,ADV,8,5,0,0
7605,lain,VERB,8,6,0,0
7606,plait,VERB,8,4,0,0
7607,comradeship,NOUN,8,4,0,0
7608,leap,NOUN,8,5,0,0
7609,stray,ADJ,8,4,0,0
7610,alight,VERB,8,5,0,0
7611,honour,VERB,8,6,0,0
7612,gravity,NOUN,8,4,0,0
7613,outweigh,VERB,8,7,0,0
7614,four,NOUN,8,6,0,0
7615,compensate,VERB,8,6,0,0
7616,resort,VERB,8,5,0,0
7617,bloodshed,NOUN,8,4,0,0
7618,swish,VERB,8,5,0,0
7619,formal,ADJ,8,5,0,0
7620,skulk,VERB,8,4,0,0
7621,strategy,NOUN,8,4,0,0
7622,legend,NOUN,8,6,0,0
7623,forgery,NOUN,8,3,0,0
7624,schoolhouse,NOUN,8,2,0,0
7625,crown,VERB,8,6,0,0
7626,indignantly,ADV,8,5,0,0
7627,equal,NOUN,8,5,0,0
7628,hostility,NOUN,8,4,0,0
7629,improver,NOUN,8,1,0,0
7630,Xenophon,PROPN,8,2,0,1
7631,wherefore,ADV,8,4,0,0
7632,prosecute,VERB,8,4,0,0
7633,gain,NOUN,8,5,0,0
7634,falsify,VERB,8,3,0,0
7635,proposition,NOUN,8,3,0,0
7636,superiority,NOUN,8,6,0,0
7637,insolent,ADJ,8,7,0,0
7638,allege,VERB,8,4,0,0
7639,disturbance,NOUN,8,5,0,0
7640,ludicrous,ADJ,8,6,0,0
7641,dacoit,NOUN,8,1,0,0
7642,warder,NOUN,8,1,0,0
7643,topi,NOUN,8,1,0,0
7644,Terai,PROPN,8,1,0,1
7645,sampan,NOUN,8,1,0,0
7646,Shwe,PROPN,8,1,0,1
7647,Thongwa,PROPN,8,1,0,1
7648,thakin,NOUN,8,1,0,0
7649,sedition,NOUN,8,2,0,0
7650,giant,NOUN,8,4,0,0
7651,martial,ADJ,8,3,0,0
7652,kitten,NOUN,8,4,0,0
7653,alien,ADJ,8,4,0,0
7654,sullenly,ADV,8,4,0,0
7655,coolie,NOUN,8,2,0,0
7656,rhythmic,ADJ,8,4,0,0
7657,hotter,ADJ,8,5,0,0
7658,white,NOUN,8,6,0,0
7659,businessman,NOUN,8,3,0,0
7660,jolt,VERB,8,5,0,0
7661,brisk,ADJ,8,5,0,0
7662,gap,VERB,8,5,0,0
7663,veritable,ADJ,8,3,0,0
7664,outward,NOUN,8,3,0,0
7665,pound,VERB,8,5,0,0
7666,debauch,NOUN,8,5,0,0
7667,target,NOUN,8,6,0,0
7668,eyelid,NOUN,8,3,0,0
7669,flinch,VERB,8,6,0,0
7670,Asia,PROPN,8,5,0,1
7671,unthinkable,ADJ,8,3,0,0
7672,hack,VERB,8,4,0,0
7673,sidelong,ADJ,8,4,0,0
7674,Eton,PROPN,8,5,0,1
7675,regulation,NOUN,8,5,0,0
7676,slim,ADJ,8,4,0,0
7677,thump,VERB,8,4,0,0
7678,awed,ADJ,8,4,0,0
7679,surer,NOUN,8,6,0,0
7680,mirror,VERB,8,6,0,0
7681,coolness,NOUN,8,6,0,0
7682,hallucination,NOUN,8,3,0,0
7683,honesty,NOUN,8,5,0,0
7684,meditation,NOUN,8,4,0,0
7685,interview,NOUN,8,5,0,0
7686,psalm,NOUN,8,4,0,0
7687,thaw,VERB,8,2,0,0
7688,discontent,VERB,8,6,0,0
7689,lick,NOUN,8,5,0,0
7690,stimulate,VERB,8,5,0,0
7691,beget,VERB,8,5,0,0
7692,parallel,ADJ,8,6,0,0
7693,Frenchmen,PROPN,8,2,0,1
7694,Central,PROPN,8,6,0,1
7695,haunted,ADJ,8,3,0,0
7696,intermittent,ADJ,8,5,0,0
7697,censor,VERB,8,3,0,0
7698,tripe,NOUN,8,3,0,0
7699,sensibility,NOUN,8,4,0,0
7700,scope,NOUN,8,4,0,0
7701,depressed,ADJ,8,4,0,0
7702,slumber,VERB,8,3,0,0
7703,Mediterranean,PROPN,8,6,0,1
7704,infallible,ADJ,8,5,0,0
7705,outcast,NOUN,8,4,0,0
7706,astonishment,PROPN,8,6,0,1
7707,provocateur,NOUN,8,2,0,0
7708,elevated,ADJ,8,4,0,0
7709,pad,NOUN,8,6,0,0
7710,burst,ADJ,8,5,0,0
7711,number,VERB,8,5,0,0
7712,guiltily,ADV,8,5,0,0
7713,upward,ADJ,8,4,0,0
7714,vomit,VERB,8,5,0,0
7715,smoky,ADJ,8,7,0,0
7716,paradise,NOUN,8,4,0,0
7717,nerve,VERB,8,5,0,0
7718,en,X,8,4,0,0
7719,jeer,VERB,8,5,0,0
7720,provocation,NOUN,8,6,0,0
7721,peril,NOUN,8,5,0,0
7722,hitherto,VERB,8,6,0,0
7723,volley,NOUN,8,2,0,0
7724,humility,NOUN,8,4,0,0
7725,incredulous,ADJ,8,4,0,0
7726,invade,VERB,8,6,0,0
7727,refine,VERB,8,5,0,0
7728,casual,NOUN,8,2,0,0
7729,Salamander,PROPN,8,1,0,1
7730,bomber,NOUN,8,1,0,0
7731,Rowbottom,PROPN,8,1,0,1
7732,Estate,PROPN,8,2,0,1
7733,Stalin,PROPN,8,2,0,1
7734,Credit,PROPN,8,3,0,1
7735,chap,PROPN,8,2,0,1
7736,towpath,NOUN,8,2,0,0
7737,bream,NOUN,8,2,0,0
7738,trout,NOUN,8,2,0,0
7739,saw,VERB,8,2,0,0
7740,Strand,PROPN,8,4,0,1
7741,copse,NOUN,8,3,0,0
7742,wrinkle,VERB,8,4,0,0
7743,atrocity,NOUN,8,4,0,0
7744,strap,NOUN,8,3,0,0
7745,dot,NOUN,8,4,0,0
7746,architect,NOUN,8,3,0,0
7747,thirty,NOUN,8,4,0,0
7748,poetic,ADJ,8,3,0,0
7749,branch,VERB,8,5,0,0
7750,mortgage,VERB,8,5,0,0
7751,Watson,PROPN,8,2,0,1
7752,Ministries,PROPN,8,2,0,1
7753,hire,NOUN,8,4,0,0
7754,foolishness,NOUN,8,4,0,0
7755,Temperance,PROPN,8,3,0,1
7756,gateleg,NOUN,8,3,0,0
7757,photographer,NOUN,8,3,0,0
7758,shepherd,NOUN,8,4,0,0
7759,clause,NOUN,8,2,0,0
7760,Sherlock,PROPN,8,3,0,1
7761,Office,PROPN,8,4,0,1
7762,statistic,NOUN,8,3,0,0
7763,proletariat,NOUN,8,4,0,0
7764,Tube,PROPN,8,3,0,1
7765,mooch,VERB,8,2,0,0
7766,doorkeeper,NOUN,8,1,0,0
7767,yer,PRON,8,1,0,0
7768,Edbury,PROPN,8,1,0,1
7769,sewer,NOUN,8,3,0,0
7770,dun,NOUN,8,3,0,0
7771,wolf,VERB,8,3,0,0
7772,pawn,NOUN,8,3,0,0
7773,cobble,NOUN,8,4,0,0
7774,compensation,NOUN,8,5,0,0
7775,lavender,NOUN,8,2,0,0
7776,chessboard,NOUN,8,3,0,0
7777,Port,PROPN,8,4,0,1
7778,wedge,NOUN,8,6,0,0
7779,tis,VERB,8,3,0,0
7780,amend,VERB,8,4,0,0
7781,ze,PROPN,8,3,0,1
7782,compositor,NOUN,8,3,0,0
7783,bourgeois,ADJ,8,2,0,0
7784,recommendation,NOUN,8,3,0,0
7785,morality,NOUN,8,4,0,0
7786,civility,NOUN,8,3,0,0
7787,XIV,PROPN,8,3,0,1
7788,XVI,PROPN,8,3,0,1
7789,tenth,ADJ,8,4,0,0
7790,prosecution,NOUN,8,5,0,0
7791,sideways,ADV,8,6,0,0
7792,Triangles,PROPN,8,1,0,1
7793,tothe,DET,8,1,0,0
7794,Equilateral,PROPN,8,1,0,1
7795,aWoman,PROPN,8,1,0,1
7796,Irregularity,PROPN,8,1,0,1
7797,itwa,VERB,8,1,0,0
7798,Plane,PROPN,8,1,0,1
7799,Lordship,PROPN,8,1,0,1
7800,d,PROPN,8,2,0,1
7801,henceforth,ADV,8,3,0,0
7802,whence,ADP,8,4,1,0
7803,trifle,VERB,8,5,0,0
7804,statesman,NOUN,8,3,0,0
7805,assign,VERB,8,5,0,0
7806,undulation,NOUN,8,3,0,0
7807,eliminate,VERB,8,4,0,0
7808,estimate,NOUN,8,5,0,0
7809,obscurity,NOUN,8,5,0,0
7810,frivolous,ADJ,8,7,0,0
7811,clearness,NOUN,8,3,0,0
7812,catastrophe,NOUN,8,5,0,0
7813,consumption,NOUN,8,3,0,0
7814,obstacle,NOUN,8,4,0,0
7815,nightfall,NOUN,8,3,0,0
7816,artery,NOUN,8,4,0,0
7817,Y,PROPN,8,4,0,1
7818,lo,PROPN,8,3,0,1
7819,Junior,PROPN,8,2,0,1
7820,speck,NOUN,8,4,0,0
7821,Agrippa,PROPN,8,1,0,1
7822,speedily,ADV,8,2,0,0
7823,animation,NOUN,8,2,0,0
7824,agitate,VERB,8,2,0,0
7825,hellish,ADJ,8,2,0,0
7826,irksome,ADJ,8,3,0,0
7827,Rhine,PROPN,8,3,0,1
7828,transitory,ADJ,8,3,0,0
7829,inflame,VERB,8,3,0,0
7830,wildness,NOUN,8,3,0,0
7831,uncommon,ADJ,8,3,0,0
7832,stupendous,ADJ,8,5,0,0
7833,unexplored,ADJ,8,4,0,0
7834,oblivion,NOUN,8,5,0,0
7835,ting,VERB,8,4,0,0
7836,nook,NOUN,8,3,0,0
7837,fisher,NOUN,8,3,0,0
7838,commerce,NOUN,8,3,0,0
7839,modest,ADJ,8,3,0,0
7840,Food,PROPN,8,2,0,1
7841,vicinity,NOUN,8,4,0,0
7842,observer,NOUN,8,5,0,0
7843,fascist,NOUN,8,1,0,0
7844,Trotskyists,PROPN,8,1,0,1
7845,centralized,ADJ,8,2,0,0
7846,Guard,PROPN,8,3,0,1
7847,loophole,NOUN,8,3,0,0
7848,draft,NOUN,8,3,0,0
7849,mass,VERB,8,5,0,0
7850,alignment,NOUN,8,3,0,0
7851,rosemary,ADJ,8,2,0,0
7852,practicable,ADJ,8,4,0,0
7853,bluebell,NOUN,8,3,0,0
7854,squirm,VERB,8,5,0,0
7855,known,ADJ,8,3,0,0
7856,subside,VERB,8,5,0,0
7857,moneyed,ADJ,8,1,0,0
7858,Crichton,PROPN,8,1,0,1
7859,fruity,NOUN,8,2,0,0
7860,stanza,NOUN,8,3,0,0
7861,Earl,PROPN,8,3,0,1
7862,president,NOUN,8,4,0,0
7863,unorthodox,ADJ,8,2,0,0
7864,Avenue,PROPN,8,4,0,1
7865,Virginia,PROPN,8,2,0,1
7866,stile,NOUN,8,3,0,0
7867,counsel,NOUN,8,3,0,0
7868,getting,NOUN,8,4,0,0
7869,ulcer,NOUN,8,1,0,0
7870,Anti,PROPN,8,1,0,1
7871,thoughtcrime,NOUN,8,1,0,0
7872,ideological,ADJ,8,1,0,0
7873,Ogilvy,PROPN,8,1,0,1
7874,Aaronson,PROPN,8,1,0,1
7875,noun,PROPN,8,2,0,1
7876,outlet,NOUN,8,3,0,0
7877,brute,ADJ,8,2,0,0
7878,definition,NOUN,8,3,0,0
7879,stationer,NOUN,8,2,0,0
7880,conformity,NOUN,8,4,0,0
7881,TOM,PROPN,8,1,0,1
7882,Johnny,PROPN,8,1,0,1
7883,Walters,PROPN,8,1,0,1
7884,Hucky,PROPN,8,1,0,1
7885,Petersburg,PROPN,8,2,0,1
7886,splendor,NOUN,8,2,0,0
7887,hogshead,NOUN,8,2,0,0
7888,Sabbath,PROPN,8,3,0,1
7889,River,PROPN,8,3,0,1
7890,mirth,NOUN,8,2,0,0
7891,handsomely,ADV,8,3,0,0
7892,wharf,NOUN,8,3,0,0
7893,vigor,NOUN,8,3,0,0
7894,shanty,NOUN,8,2,0,0
