rank,lemma,pos,total_count,doc_frequency,is_stopword,is_proper_noun
1,the,DET,66286,18,1,0
2,be,AUX,46046,18,1,0
3,and,CCONJ,38155,18,1,0
4,of,ADP,33604,18,1,0
5,a,DET,30231,18,1,0
6,i,PRON,25689,18,1,0
7,in,ADP,20067,18,1,0
8,he,PRON,18469,18,1,0
9,to,PART,18296,18,1,0
10,have,AUX,17564,18,1,0
11,it,PRON,17423,18,1,0
12,to,ADP,11872,18,1,0
13,you,PRON,10418,18,1,0
14,they,PRON,9952,18,1,0
15,with,ADP,9634,18,1,0
16,for,ADP,9496,18,1,0
17,she,PRON,9173,16,1,0
18,that,SCONJ,8752,18,1,0
19,his,PRON,8543,18,1,0
20,not,PART,8327,18,1,0
21,but,CCONJ,7913,18,1,0
22,on,ADP,7215,18,1,0
23,at,ADP,7174,18,1,0
24,do,AUX,6926,18,1,0
25,as,ADP,6905,18,1,0
26,we,PRON,5993,18,1,0
27,my,PRON,5895,18,1,0
28,say,VERB,5444,18,1,0
29,this,DET,4799,18,1,0
30,or,CCONJ,4768,18,1,0
31,by,ADP,4646,18,1,0
32,from,ADP,4445,18,1,0
33,that,DET,4415,18,1,0
34,go,VERB,4265,18,1,0
35,all,DET,4212,18,1,0
36,which,DET,4207,18,1,0
37,when,SCONJ,4039,18,1,0
38,there,PRON,3768,18,1,0
39,would,AUX,3741,18,1,0
40,so,ADV,3665,18,1,0
41,one,NUM,3608,18,1,0
42,an,DET,3574,18,1,0
43,what,PRON,3452,18,1,0
44,if,SCONJ,3409,18,1,0
45,her,PRON,3365,16,1,0
46,out,ADP,3305,18,1,0
47,get,VERB,3291,18,1,0
48,up,ADP,3165,18,1,0
49,that,PRON,3145,18,1,0
50,their,PRON,3132,18,1,0
51,come,VERB,3129,18,0,0
52,could,AUX,3071,18,1,0
53,know,VERB,2928,18,0,0
54,make,VERB,2893,18,1,0
55,see,VERB,2860,18,1,0
56,no,DET,2820,18,1,0
57,man,NOUN,2792,18,0,0
58,who,PRON,2751,18,1,0
59,time,NOUN,2688,18,0,0
60,some,DET,2458,18,1,0
61,then,ADV,2449,18,1,0
62,into,ADP,2446,18,1,0
63,day,NOUN,2423,18,0,0
64,about,ADP,2422,18,1,0
65,can,AUX,2357,18,1,0
66,like,ADP,2297,18,0,0
67,think,VERB,2244,18,0,0
68,any,DET,2131,18,1,0
69,take,VERB,2104,18,1,0
70,only,ADV,2045,18,1,0
71,will,AUX,2043,17,1,0
72,look,VERB,2041,18,0,0
73,even,ADV,1993,18,1,0
74,now,ADV,1987,18,1,0
75,your,PRON,1869,18,1,0
76,thing,NOUN,1857,18,0,0
77,two,NUM,1846,18,1,0
78,than,ADP,1815,18,1,0
79,never,ADV,1782,18,1,0
80,other,ADJ,1723,18,1,0
81,give,VERB,1684,18,1,0
82,very,ADV,1621,18,1,0
83,down,ADP,1591,18,1,0
84,our,PRON,1583,17,1,0
85,little,ADJ,1525,18,0,0
86,good,ADJ,1508,17,0,0
87,way,NOUN,1499,18,0,0
88,after,ADP,1459,17,1,0
89,over,ADP,1456,18,1,0
90,how,SCONJ,1414,18,1,0
91,tell,VERB,1386,18,0,0
92,year,NOUN,1347,18,0,0
93,old,ADJ,1341,18,0,0
94,as,ADV,1292,18,1,0
95,its,PRON,1284,18,1,0
96,find,VERB,1283,17,0,0
97,just,ADV,1263,17,1,0
98,must,AUX,1261,18,1,0
99,too,ADV,1258,18,1,0
100,more,ADJ,1247,18,1,0
101,again,ADV,1246,18,1,0
102,still,ADV,1241,18,1,0
103,where,SCONJ,1232,18,1,0
104,life,NOUN,1226,18,0,0
105,more,ADV,1218,18,1,0
106,seem,VERB,1218,18,1,0
107,back,ADV,1199,18,1,0
108,work,NOUN,1194,18,0,0
109,should,AUX,1191,18,1,0
110,before,ADP,1178,18,1,0
111,always,ADV,1176,18,1,0
112,there,ADV,1171,18,1,0
113,because,SCONJ,1169,18,1,0
114,every,DET,1143,18,1,0
115,all,ADV,1134,18,1,0
116,house,NOUN,1131,18,0,0
117,hand,NOUN,1129,18,0,0
118,people,NOUN,1111,17,0,0
119,away,ADV,1094,18,0,0
120,these,DET,1076,18,1,0
121,great,ADJ,1073,18,0,0
122,well,ADV,1070,18,1,0
123,face,NOUN,1053,16,0,0
124,want,VERB,1052,18,0,0
125,hear,VERB,1048,18,0,0
126,feel,VERB,1024,18,0,0
127,Tom,PROPN,1022,9,0,1
128,might,AUX,1017,18,1,0
129,another,DET,1013,18,1,0
130,word,NOUN,1008,17,0,0
131,through,ADP,1000,18,1,0
132,eye,NOUN,996,18,0,0
133,here,ADV,986,18,1,0
134,keep,VERB,973,18,1,0
135,though,SCONJ,971,17,1,0
136,begin,VERB,959,18,0,0
137,moment,NOUN,955,17,0,0
138,leave,VERB,953,18,0,0
139,those,DET,953,18,1,0
140,without,ADP,951,18,1,0
141,same,ADJ,949,18,1,0
142,call,VERB,939,17,1,0
143,off,ADP,933,18,1,0
144,something,PRON,932,18,1,0
145,ever,ADV,921,18,1,0
146,nothing,PRON,919,18,1,0
147,night,NOUN,919,17,0,0
148,girl,NOUN,910,14,0,0
149,money,NOUN,900,16,0,0
150,upon,SCONJ,897,18,1,0
151,three,NUM,886,16,1,0
152,stand,VERB,882,18,0,0
153,kind,NOUN,874,18,0,0
154,woman,NOUN,870,16,0,0
155,use,VERB,868,18,1,0
156,place,NOUN,863,17,0,0
157,himself,PRON,859,17,1,0
158,own,ADJ,857,18,1,0
159,almost,ADV,857,18,1,0
160,turn,VERB,854,18,0,0
161,put,VERB,848,18,1,0
162,Gordon,PROPN,845,3,0,1
163,do,VERB,841,18,1,0
164,few,ADJ,826,18,1,0
165,such,ADJ,825,18,1,0
166,really,ADV,814,17,1,0
167,why,SCONJ,812,16,1,0
168,let,VERB,811,17,0,0
169,write,VERB,799,17,0,0
170,first,ADJ,799,18,1,0
171,quite,ADV,796,18,1,0
172,long,ADV,786,18,0,0
173,live,VERB,785,17,0,0
174,may,AUX,780,18,1,0
175,sit,VERB,779,15,0,0
176,once,ADV,778,18,1,0
177,under,ADP,775,18,1,0
178,hour,NOUN,771,17,0,0
179,room,NOUN,764,15,0,0
180,happen,VERB,757,18,0,0
181,mean,VERB,740,17,0,0
182,against,ADP,739,18,1,0
183,one,NOUN,735,18,1,0
184,morning,NOUN,735,18,0,0
185,many,ADJ,733,18,1,0
186,anything,PRON,719,18,1,0
187,head,NOUN,717,16,0,0
188,last,ADJ,711,18,1,0
189,shall,AUX,706,17,0,0
190,side,NOUN,704,18,1,0
191,Dorothy,PROPN,701,1,0,1
192,yet,ADV,698,18,1,0
193,talk,VERB,686,16,0,0
194,much,ADV,684,18,1,0
195,long,ADJ,684,18,0,0
196,far,ADV,683,18,1,0
197,book,NOUN,663,16,0,0
198,five,NUM,662,18,1,0
199,child,NOUN,659,17,0,0
200,bad,ADJ,659,18,0,0
201,oh,INTJ,651,15,0,0
202,boy,NOUN,643,15,0,0
203,young,ADJ,639,17,0,0
204,soon,ADV,639,18,0,0
205,mind,NOUN,638,18,0,0
206,ask,VERB,636,18,0,0
207,small,ADJ,628,18,0,0
208,course,NOUN,626,18,0,0
209,perhaps,ADV,623,18,1,0
210,world,NOUN,620,18,0,0
211,speak,VERB,616,17,0,0
212,week,NOUN,614,15,0,0
213,Gutenberg,PROPN,605,11,0,1
214,while,SCONJ,602,17,1,0
215,remember,VERB,602,17,0,0
216,try,VERB,600,18,0,0
217,read,VERB,599,17,0,0
218,Project,PROPN,598,11,0,1
219,believe,VERB,595,17,0,0
220,door,NOUN,590,15,0,0
221,water,NOUN,588,16,0,0
222,friend,NOUN,584,17,0,0
223,much,ADJ,582,18,1,0
224,bring,VERB,580,18,0,0
225,myself,PRON,578,17,1,0
226,sometimes,ADV,577,16,1,0
227,part,NOUN,575,18,1,0
228,between,ADP,573,18,1,0
229,one,PRON,570,16,1,0
230,Flory,PROPN,570,1,0,1
231,Hella,PROPN,567,1,0,1
232,new,ADJ,566,17,0,0
233,foot,NOUN,566,16,0,0
234,voice,NOUN,565,17,0,0
235,also,ADV,562,18,1,0
236,Mr,PROPN,556,6,0,1
237,most,ADV,555,18,1,0
238,end,NOUN,551,18,0,0
239,such,DET,548,17,1,0
240,whole,ADJ,545,18,1,0
241,rather,ADV,545,17,1,0
242,war,NOUN,545,16,0,0
243,well,INTJ,543,15,1,0
244,pay,VERB,540,16,0,0
245,work,VERB,539,17,0,0
246,become,VERB,534,18,1,0
247,Father,PROPN,532,11,0,1
248,Winston,PROPN,529,2,0,1
249,bed,NOUN,528,15,0,0
250,walk,VERB,526,17,0,0
251,four,NUM,524,17,1,0
252,grow,VERB,522,18,0,0
253,name,NOUN,519,17,1,0
254,lie,VERB,519,18,0,0
255,pass,VERB,518,17,0,0
256,Dora,PROPN,517,2,0,1
257,no,INTJ,509,17,1,0
258,except,SCONJ,506,18,1,0
259,street,NOUN,504,15,0,0
260,each,DET,501,17,1,0
261,white,ADJ,498,17,0,0
262,have,VERB,496,18,0,0
263,send,VERB,495,18,0,0
264,thought,NOUN,491,18,0,0
265,paper,NOUN,488,18,0,0
266,fall,VERB,483,18,0,0
267,line,NOUN,483,17,0,0
268,till,SCONJ,478,16,0,0
269,yes,INTJ,476,16,0,0
270,together,ADV,473,17,1,0
271,school,NOUN,472,15,0,0
272,run,VERB,472,18,0,0
273,arm,NOUN,470,15,0,0
274,everything,PRON,463,15,1,0
275,since,SCONJ,462,17,1,0
276,already,ADV,460,18,1,0
277,among,ADP,458,18,1,0
278,Mother,PROPN,454,8,0,1
279,most,ADJ,454,18,1,0
280,appear,VERB,453,16,0,0
281,Mrs,PROPN,452,5,0,1
282,about,ADV,449,16,1,0
283,evening,NOUN,448,14,0,0
284,poor,ADJ,448,17,0,0
285,first,ADV,447,18,1,0
286,full,ADJ,446,17,1,0
287,set,VERB,446,18,0,0
288,air,NOUN,445,18,0,0
289,job,NOUN,445,15,0,0
290,however,ADV,441,16,1,0
291,like,VERB,440,16,0,0
292,father,NOUN,437,14,0,0
293,letter,NOUN,437,14,0,0
294,other,NOUN,437,18,1,0
295,fact,NOUN,437,17,0,0
296,meet,VERB,436,17,0,0
297,suddenly,ADV,435,18,0,0
298,month,NOUN,432,15,0,0
299,next,ADJ,432,16,1,0
300,behind,ADP,432,17,1,0
301,suppose,VERB,431,16,0,0
302,whether,SCONJ,430,18,1,0
303,feeling,NOUN,427,18,0,0
304,animal,NOUN,426,14,0,0
305,sort,NOUN,422,17,0,0
306,hundred,NUM,422,16,1,0
307,country,NOUN,421,18,0,0
308,enough,ADV,421,18,1,0
309,ten,NUM,421,16,1,0
310,so,SCONJ,420,17,1,0
311,table,NOUN,420,16,0,0
312,follow,VERB,418,18,0,0
313,Elizabeth,PROPN,418,5,0,1
314,heart,NOUN,416,17,0,0
315,twenty,NUM,411,16,1,0
316,well,ADJ,409,18,1,0
317,minute,NOUN,409,16,0,0
318,understand,VERB,408,16,0,0
319,several,ADJ,408,18,1,0
320,stop,VERB,408,18,0,0
321,start,VERB,408,18,0,0
322,often,ADV,407,18,1,0
323,hold,VERB,407,16,0,0
324,town,NOUN,405,15,0,0
325,body,NOUN,403,17,0,0
326,break,VERB,390,17,0,0
327,whom,PRON,388,16,1,0
328,wear,VERB,384,16,0,0
329,window,NOUN,382,15,0,0
330,black,ADJ,380,16,0,0
331,business,NOUN,380,16,0,0
332,mother,NOUN,379,15,0,0
333,true,ADJ,379,17,0,0
334,themselves,PRON,379,17,1,0
335,tree,NOUN,378,16,0,0
336,large,ADJ,377,17,0,0
337,lose,VERB,375,17,0,0
338,light,NOUN,374,16,0,0
339,class,NOUN,372,17,0,0
340,different,ADJ,370,18,0,0
341,die,VERB,370,18,0,0
342,fire,NOUN,366,16,0,0
343,before,ADV,365,15,1,0
344,case,NOUN,365,18,0,0
345,wood,NOUN,364,14,0,0
346,learn,VERB,362,16,0,0
347,right,ADJ,361,17,0,0
348,until,ADP,358,17,1,0
349,God,PROPN,357,16,0,1
350,across,ADP,357,18,1,0
351,high,ADJ,355,16,0,0
352,matter,NOUN,354,18,0,0
353,half,DET,354,16,0,0
354,idea,NOUN,353,16,0,0
355,move,VERB,353,17,1,0
356,wait,VERB,351,17,0,0
357,certain,ADJ,350,18,0,0
358,carry,VERB,350,17,0,0
359,down,ADV,350,16,1,0
360,simply,ADV,349,16,0,0
361,spend,VERB,347,17,0,0
362,death,NOUN,347,16,0,0
363,towards,ADP,346,17,1,0
364,food,NOUN,345,15,0,0
365,dead,ADJ,342,18,0,0
366,nor,CCONJ,342,18,1,0
367,shop,NOUN,339,12,0,0
368,probably,ADV,338,17,0,0
369,forget,VERB,337,17,0,0
370,least,ADJ,336,18,1,0
371,of,ADV,332,14,1,0
372,home,NOUN,329,18,0,0
373,dark,ADJ,329,14,0,0
374,both,DET,328,16,1,0
375,show,VERB,328,18,1,0
376,buy,VERB,327,14,0,0
377,bit,NOUN,326,15,0,0
378,law,NOUN,324,18,0,0
379,front,NOUN,324,15,1,0
380,only,ADJ,323,17,1,0
381,everyone,PRON,322,13,1,0
382,hair,NOUN,322,12,0,0
383,later,ADV,322,14,0,0
384,stay,VERB,321,16,0,0
385,order,NOUN,321,17,0,0
386,six,NUM,318,16,1,0
387,herself,PRON,317,14,1,0
388,nearly,ADV,316,17,0,0
389,expect,VERB,315,18,0,0
390,else,ADV,313,17,1,0
391,low,ADJ,313,16,0,0
392,human,ADJ,313,17,0,0
393,cry,VERB,311,16,0,0
394,at,ADV,311,17,1,0
395,point,NOUN,311,17,0,0
396,number,NOUN,311,18,0,0
397,big,ADJ,310,13,0,0
398,Party,PROPN,310,7,0,1
399,over,ADV,309,16,1,0
400,remain,VERB,308,17,0,0
401,wish,VERB,307,16,0,0
402,need,VERB,307,17,0,0
403,cold,ADJ,307,14,0,0
404,during,ADP,306,16,1,0
405,tea,NOUN,305,13,0,0
406,ground,NOUN,301,18,0,0
407,eat,VERB,300,16,0,0
408,draw,VERB,300,15,0,0
409,catch,VERB,297,17,0,0
410,hardly,ADV,296,17,0,0
411,question,NOUN,294,17,0,0
412,lot,NOUN,293,15,0,0
413,watch,VERB,293,16,0,0
414,within,ADP,293,17,1,0
415,road,NOUN,291,15,0,0
416,whose,DET,290,15,1,0
417,anyone,PRON,288,17,1,0
418,person,NOUN,288,17,0,0
419,piece,NOUN,288,18,0,0
420,home,ADV,287,16,0,0
421,throw,VERB,287,18,0,0
422,clothe,NOUN,287,15,0,0
423,merely,ADV,287,17,0,0
424,England,PROPN,287,14,0,1
425,wife,NOUN,286,14,0,0
426,Ravelston,PROPN,284,1,0,1
427,indeed,ADV,282,17,1,0
428,itself,PRON,282,17,1,0
429,sun,NOUN,282,17,0,0
430,term,NOUN,281,18,0,0
431,state,NOUN,280,17,0,0
432,no,ADV,279,17,1,0
433,possible,ADJ,279,17,0,0
434,power,NOUN,279,17,0,0
435,use,NOUN,278,17,0,0
436,course,ADV,277,14,0,0
437,afternoon,NOUN,277,15,0,0
438,yard,NOUN,277,13,0,0
439,sleep,VERB,276,15,0,0
440,red,ADJ,274,16,0,0
441,wall,NOUN,273,14,0,0
442,rise,VERB,270,17,0,0
443,sound,NOUN,270,15,0,0
444,help,VERB,269,16,0,0
445,love,VERB,268,15,0,0
446,ought,AUX,267,18,0,0
447,near,ADP,267,15,0,0
448,Gatsby,PROPN,267,1,0,1
449,bear,VERB,266,16,0,0
450,alone,ADV,265,17,1,0
451,reason,NOUN,265,17,0,0
452,thousand,NUM,265,16,0,0
453,lead,VERB,264,18,0,0
454,return,VERB,264,16,0,0
455,open,VERB,263,17,0,0
456,round,ADV,262,16,0,0
457,free,ADJ,260,16,0,0
458,change,VERB,260,18,0,0
459,actually,ADV,260,17,0,0
460,London,PROPN,260,11,0,1
461,marry,VERB,258,13,0,0
462,doctor,NOUN,258,12,0,0
463,answer,VERB,258,16,0,0
464,cut,VERB,258,17,0,0
465,family,NOUN,257,15,0,0
466,usual,ADJ,256,15,0,0
467,rest,NOUN,255,16,0,0
468,thirty,NUM,255,14,0,0
469,Huck,PROPN,255,1,0,1
470,play,VERB,254,15,0,0
471,short,ADJ,254,18,0,0
472,mile,NOUN,253,13,0,0
473,along,ADP,252,14,1,0
474,earth,NOUN,251,17,0,0
475,dog,NOUN,251,16,0,0
476,right,ADV,250,16,0,0
477,open,ADJ,250,18,0,0
478,sight,NOUN,249,16,0,0
479,pound,NOUN,249,12,0,0
480,village,NOUN,249,14,0,0
481,ago,ADV,248,16,0,0
482,sense,NOUN,248,18,0,0
483,deep,ADJ,246,17,0,0
484,back,NOUN,245,17,1,0
485,floor,NOUN,244,15,0,0
486,real,ADJ,242,18,0,0
487,listen,VERB,242,15,0,0
488,necessary,ADJ,242,17,0,0
489,discover,VERB,242,16,0,0
490,exist,VERB,241,17,0,0
491,yourself,PRON,239,16,1,0
492,able,ADJ,237,18,0,0
493,yet,CCONJ,237,17,1,0
494,Joe,PROPN,237,3,0,1
495,dinner,NOUN,235,13,0,0
496,therefore,ADV,235,16,1,0
497,trouble,NOUN,234,17,0,0
498,lay,VERB,234,18,0,0
499,thus,ADV,234,15,1,0
500,allow,VERB,233,17,0,0
501,car,NOUN,233,11,0,0
502,continue,VERB,233,18,0,0
503,dear,ADJ,232,14,0,0
504,ice,NOUN,232,12,0,0
505,public,ADJ,232,18,0,0
506,love,NOUN,231,17,0,0
507,impossible,ADJ,231,16,0,0
508,receive,VERB,231,17,0,0
509,gun,NOUN,231,14,0,0
510,sure,ADJ,230,18,0,0
511,round,ADJ,230,14,0,0
512,member,NOUN,229,14,0,0
513,pick,VERB,228,15,0,0
514,nature,NOUN,228,18,0,0
515,after,ADV,227,16,1,0
516,age,NOUN,227,18,0,0
517,above,ADP,226,18,1,0
518,pocket,NOUN,226,14,0,0
519,corner,NOUN,226,16,0,0
520,presently,ADV,226,14,0,0
521,wonder,VERB,225,17,0,0
522,up,ADV,225,16,1,0
523,party,NOUN,225,16,0,0
524,strike,VERB,225,17,0,0
525,produce,VERB,225,18,0,0
526,manner,NOUN,225,17,0,0
527,wind,NOUN,225,14,0,0
528,field,NOUN,225,17,0,0
529,notice,VERB,224,15,0,0
530,fifty,NUM,224,14,1,0
531,shoulder,NOUN,223,16,0,0
532,bloody,ADJ,223,13,0,0
533,bread,NOUN,221,13,0,0
534,happy,ADJ,220,17,0,0
535,drive,VERB,220,17,0,0
536,hope,NOUN,219,16,0,0
537,arrive,VERB,218,16,0,0
538,reach,VERB,218,17,0,0
539,early,ADV,217,18,0,0
540,mouth,NOUN,217,16,0,0
541,distance,NOUN,217,16,0,0
542,winter,NOUN,216,13,0,0
543,story,NOUN,216,17,0,0
544,church,NOUN,216,16,0,0
545,finally,ADV,216,16,0,0
546,agree,VERB,215,16,0,0
547,care,VERB,215,14,0,0
548,glass,NOUN,215,14,0,0
549,New,PROPN,214,13,0,1
550,round,VERB,214,14,0,0
551,right,NOUN,213,17,0,0
552,manage,VERB,213,15,0,0
553,Frau,PROPN,211,1,0,1
554,enough,ADJ,211,17,1,0
555,general,ADJ,211,18,0,0
556,fill,VERB,211,16,0,0
557,Miss,PROPN,211,9,0,1
558,farm,NOUN,211,12,0,0
559,summer,NOUN,210,14,0,0
560,half,NOUN,210,15,0,0
561,kill,VERB,210,17,0,0
562,stone,NOUN,210,16,0,0
563,second,ADJ,209,18,0,0
564,etc,X,209,12,0,0
565,instead,ADV,208,17,0,0
566,afterwards,ADV,207,17,1,0
567,memory,NOUN,207,16,0,0
568,enter,VERB,207,15,0,0
569,immediately,ADV,206,17,0,0
570,horse,NOUN,206,16,0,0
571,Club,PROPN,206,7,0,1
572,quarter,NOUN,205,16,0,0
573,less,ADV,205,18,1,0
574,being,NOUN,205,17,1,0
575,account,NOUN,204,16,0,0
576,half,ADJ,204,16,0,0
577,hill,NOUN,204,14,0,0
578,leg,NOUN,204,14,0,0
579,raise,VERB,204,17,0,0
580,add,VERB,204,16,0,0
581,office,NOUN,203,15,0,0
582,hard,ADJ,203,17,0,0
583,certainly,ADV,202,16,0,0
584,laugh,VERB,201,18,0,0
585,out,ADV,199,15,1,0
586,pond,NOUN,199,4,0,0
587,please,INTJ,198,15,1,0
588,creature,NOUN,198,16,0,0
589,purpose,NOUN,197,17,0,0
590,green,ADJ,197,14,0,0
591,blue,ADJ,197,14,0,0
592,form,NOUN,197,17,0,0
593,less,ADJ,197,17,1,0
594,seven,NUM,197,14,0,0
595,ah,INTJ,195,15,0,0
596,Aunt,PROPN,194,6,0,1
597,chance,NOUN,194,17,0,0
598,drop,VERB,194,15,0,0
599,strong,ADJ,194,17,0,0
600,pain,NOUN,193,16,0,0
601,truth,NOUN,193,15,0,0
602,history,NOUN,192,14,0,0
603,copy,NOUN,192,14,0,0
604,consider,VERB,192,18,0,0
605,imagine,VERB,191,17,0,0
606,English,PROPN,191,17,0,1
607,drink,VERB,191,15,0,0
608,effort,NOUN,191,17,0,0
609,step,NOUN,190,17,0,0
610,electronic,ADJ,189,7,0,0
611,sing,VERB,189,15,0,0
612,chair,NOUN,189,14,0,0
613,eight,NUM,189,14,1,0
614,pull,VERB,187,14,0,0
615,Flatland,PROPN,187,1,0,1
616,common,ADJ,186,17,0,0
617,ear,NOUN,185,18,0,0
618,easy,ADJ,185,17,0,0
619,hotel,NOUN,185,7,0,0
620,fish,NOUN,185,12,0,0
621,Rosemary,PROPN,185,1,0,1
622,son,NOUN,184,14,0,0
623,cover,VERB,184,16,0,0
624,while,NOUN,184,16,1,0
625,Daisy,PROPN,184,1,0,1
626,clear,ADJ,183,18,0,0
627,leaf,NOUN,183,15,0,0
628,interest,NOUN,182,18,0,0
629,awfully,ADV,181,5,0,0
630,hang,VERB,181,14,0,0
631,beyond,ADP,181,17,1,0
632,especially,ADV,180,17,0,0
633,effect,NOUN,180,15,0,0
634,spirit,NOUN,179,17,0,0
635,tramp,NOUN,179,10,0,0
636,save,VERB,178,17,0,0
637,sell,VERB,178,14,0,0
638,Napoleon,PROPN,178,5,0,1
639,franc,NOUN,177,1,0,0
640,Julia,PROPN,177,2,0,1
641,lesson,NOUN,176,13,0,0
642,officer,NOUN,176,13,0,0
643,single,ADJ,176,17,0,0
644,conversation,NOUN,176,15,0,0
645,forward,ADV,176,17,0,0
646,shoot,VERB,176,16,0,0
647,bottle,NOUN,176,14,0,0
648,provide,VERB,175,14,0,0
649,ready,ADJ,175,17,0,0
650,society,NOUN,174,15,0,0
651,present,ADJ,174,17,0,0
652,explain,VERB,173,16,0,0
653,hot,ADJ,173,14,0,0
654,enemy,NOUN,173,15,0,0
655,exactly,ADV,172,15,0,0
656,somewhere,ADV,172,14,1,0
657,police,NOUN,172,11,0,0
658,yesterday,NOUN,171,13,0,0
659,Sunday,PROPN,171,14,0,1
660,whatever,DET,171,16,1,0
661,sleep,NOUN,171,16,0,0
662,natural,ADJ,171,17,0,0
663,include,VERB,170,17,0,0
664,finish,VERB,170,16,0,0
665,instance,NOUN,170,16,0,0
666,machine,NOUN,170,16,0,0
667,Foundation,PROPN,169,8,0,1
668,subject,NOUN,169,15,0,0
669,none,NOUN,169,17,1,0
670,fear,NOUN,169,15,0,0
671,building,NOUN,169,13,0,0
672,parent,NOUN,168,14,0,0
673,picture,NOUN,168,15,0,0
674,meal,NOUN,168,13,0,0
675,dare,VERB,167,15,0,0
676,occur,VERB,167,17,0,0
677,soul,NOUN,167,16,0,0
678,past,NOUN,167,13,0,0
679,warm,ADJ,167,14,0,0
680,sink,VERB,167,16,0,0
681,rifle,NOUN,166,6,0,0
682,brother,NOUN,165,16,0,0
683,teach,VERB,165,15,0,0
684,somehow,ADV,165,14,1,0
685,worth,ADJ,165,17,0,0
686,finger,NOUN,165,13,0,0
687,fine,ADJ,164,16,0,0
688,knee,NOUN,164,16,0,0
689,change,NOUN,164,18,0,0
690,yellow,ADJ,164,13,0,0
691,afraid,ADJ,163,17,0,0
692,rate,NOUN,163,16,0,0
693,nice,ADJ,162,10,0,0
694,look,NOUN,162,14,0,0
695,strange,ADJ,162,15,0,0
696,rich,ADJ,162,16,0,0
697,shut,VERB,161,15,0,0
698,youth,NOUN,161,15,0,0
699,although,SCONJ,160,14,1,0
700,matter,VERB,160,13,0,0
701,agreement,NOUN,160,13,0,0
702,meaning,NOUN,160,16,0,0
703,middle,NOUN,160,17,0,0
704,shake,VERB,160,16,0,0
705,spring,NOUN,159,14,0,0
706,scene,NOUN,159,16,0,0
707,waiter,NOUN,159,9,0,0
708,crowd,NOUN,159,14,0,0
709,tear,VERB,158,15,0,0
710,generally,ADV,158,17,0,0
711,train,NOUN,158,11,0,0
712,refuse,VERB,158,16,0,0
713,forth,ADV,158,17,0,0
714,early,ADJ,158,16,0,0
715,May,PROPN,157,14,1,1
716,master,NOUN,157,16,0,0
717,huge,ADJ,157,14,0,0
718,glad,ADJ,156,16,0,0
719,thin,ADJ,156,14,0,0
720,newspaper,NOUN,156,13,0,0
721,thick,ADJ,156,15,0,0
722,noise,NOUN,156,16,0,0
723,fight,VERB,156,15,0,0
724,choose,VERB,155,17,0,0
725,contain,VERB,155,17,0,0
726,pig,NOUN,155,13,0,0
727,wild,ADJ,155,15,0,0
728,length,NOUN,155,14,0,0
729,enormous,ADJ,155,13,0,0
730,bird,NOUN,155,11,0,0
731,Lackersteen,PROPN,155,1,0,1
732,lady,NOUN,154,13,0,0
733,flower,NOUN,154,15,0,0
734,cigarette,NOUN,154,9,0,0
735,opinion,NOUN,154,18,0,0
736,grass,NOUN,154,13,0,0
737,distribute,VERB,153,13,0,0
738,view,NOUN,153,17,0,0
739,top,NOUN,153,15,1,0
740,dozen,NOUN,153,15,0,0
741,self,NOUN,153,16,0,0
742,frightfully,ADV,152,2,0,0
743,affair,NOUN,152,16,0,0
744,servant,NOUN,152,12,0,0
745,language,NOUN,152,15,0,0
746,service,NOUN,152,17,0,0
747,dream,NOUN,152,14,0,0
748,smell,NOUN,152,11,0,0
749,Doktor,PROPN,151,1,0,1
750,fail,VERB,151,18,0,0
751,rain,NOUN,151,15,0,0
752,repeat,VERB,151,17,0,0
753,build,VERB,151,14,0,0
754,lovely,ADJ,150,12,0,0
755,note,NOUN,150,16,0,0
756,nobody,PRON,150,14,1,0
757,easily,ADV,150,16,0,0
758,suffer,VERB,150,17,0,0
759,serve,VERB,150,16,0,0
760,various,ADJ,150,17,1,0
761,pleasure,NOUN,149,16,0,0
762,what,DET,149,17,1,0
763,position,NOUN,149,16,0,0
764,alone,ADJ,148,15,1,0
765,stick,VERB,148,13,0,0
766,existence,NOUN,148,15,0,0
767,tooth,NOUN,147,14,0,0
768,decide,VERB,147,18,0,0
769,dreadful,ADJ,147,12,0,0
770,sea,NOUN,147,14,0,0
771,appearance,NOUN,147,16,0,0
772,Po,PROPN,147,1,0,1
773,either,CCONJ,146,17,1,0
774,company,NOUN,146,15,0,0
775,degree,NOUN,146,16,0,0
776,dress,VERB,146,15,0,0
777,fresh,ADJ,146,17,0,0
778,fly,VERB,146,15,0,0
779,fellow,NOUN,146,15,0,0
780,bottom,NOUN,146,15,1,0
781,realize,VERB,146,12,0,0
782,Government,PROPN,146,10,0,1
783,Kyin,PROPN,146,1,0,1
784,nose,NOUN,145,12,0,0
785,lip,NOUN,145,15,0,0
786,miserable,ADJ,145,15,0,0
787,Creevy,PROPN,145,1,0,1
788,Ellis,PROPN,145,1,0,1
789,shore,NOUN,145,8,0,0
790,hat,NOUN,144,13,0,0
791,coat,NOUN,144,13,0,0
792,answer,NOUN,144,16,0,0
793,steal,VERB,144,14,0,0
794,burn,VERB,143,15,0,0
795,beside,ADP,143,13,1,0
796,half,ADV,143,14,0,0
797,beer,NOUN,143,10,0,0
798,hole,NOUN,143,13,0,0
799,twelve,NUM,143,16,1,0
800,shout,VERB,143,15,0,0
801,land,NOUN,143,15,0,0
